,full_text,assoc_shooter,weeks_after
38565,here s another step people can take  tell your congressperson enough is enough   ,0,1
38567,hey  thanks for the follow we ll demand    address  via  ,0,3
38568,i agree with  this is unacceptable and we can express our dissatisfaction w  the by  ,0,2
38573,it turns out that   in america has killed more of us than all the wars in our history,0,1
38574,join the  in cape town to ensure safety and justice  11 people shot by criminals  no electricity or roads    ,0,1
38575,leave it 2        a time when  is so prevalent  is it really  to let guns be carried by  barely out of puberty      ,0,4
38576,listen now on  as    i discuss how we can stop  in the wake of the   call 888 6 leslie,0,1
38577,not   just everyday     ,0,4
38578,new stats on the rates of  shows how u s  rates of gun deaths compare to the rest of the world     ,0,1
38579,nonprofit issues call for entry to artists to transform guns into art     ,0,2
38581,prayers for victims and responders to  and an end to  in our nation ,0,2
38583,privilege  it ain t an issue when it happens to other people  only when it happens to u       ,0,2
38584,read clay jones blog to his powerful cartoon        ,0,2
38585,read this string   it was okay when           ,0,2
38586,rev  tim with  the second amendment  a religious response           ,0,1
38587,roses gonna chestnut tansies gonna aquamarine a seed was tasty says i  ,0,1
38588,saying  looks what s happening     is now apparently a  attack according to liberal       ,0,3
38590,so disappointed in  legislators who should know better that  diagnosis does not automatically mean propensity 4 ,0,2
38592,song about   scared to go outside  by cdhill on     ,0,4
38594,thank you  for speaking up about the vital  issue   epidemic must be addressed  physicians can lead efforts  ,0,4
38596,thanks for helping us learn     ,0,1
38598,the proper response to   lgbtq gun rights group offers firearm training to orlando community       ,0,2
38599,they say  pray 4 miracles    seth meyers asks congress to admit inaction on gun control    via ,0,1
38600,this is the legacy of our country s worship of guns  tragedy   senseless death     ,0,4
38602,unfortunately  your  colleagues will prefer to standby and do nothing to prevent  because   money bought their votes   ,0,1
38603,very sad    ,0,3
38605,wake up to another day of sadness  horrifying news and the surreality of it all      ,0,3
38606,want to do something about   support the people doing the hard work to prevent it       ,0,1
38607,we are all stuck in this never ending loop of violence         ,0,2
38608,we aren t going to repeal the second amendment  but there are policies that could reduce   let s focus on those ,0,1
38609,we don t want a  that doesn t end    ,0,4
38610,we need less  and more legislation to combat senseless    ,0,2
38612,we spoke w nate  bo bo  smalls  who is involved in community efforts to promote a message of peace    ,0,1
38615,when  will  we  learn    ,0,3
38617,yes   mass gun killings is    do nothing to stop daily  carnage  they ll increase it with legal silencers,0,1
38618,new report   10 2 17 washington mount vernon 0 0   via     ,0,1
38619,report   10 22 17 maryland baltimore 1 0   via  ,0,4
38620, how many more children have to die before  the us  cares about     show those photos  hypocrites  ,0,3
38621, 107 interval st car with ballistic damage at 2258 hrs  e 13       ,0,2
38622, vigil for   victims      ,0,2
38623, and the  more laws   fallacy            ,0,1
38624,     etc    are all symptoms of bigger issues  it s   ,0,2
38625, is a money making venture why find a cure when you can enrich so many   it s all about the money honey   ,0,1
38626,  more common than terror and a daily occurrence  only in   thus  not the media frenzy that feeds    ,0,1
38627, advocates aim to take  into zoos        ,0,4
38629, are the systemic crisis of our time      ,0,1
38630, just responded to lasvegas mass shooting        ,0,1
38633, near 53 and fraser  ,0,2
38635,  tell  to rescind award for host who mocks victims of chicago    ,0,4
38637,7 114 people have been killed in the  by the out of control  as of 6 19 2017  is silent  pathetic ,0,3
38638, congress on                                                           thread   ,0,1
38639, honors  victims  pays tribute to         ,0,2
38641,    wish my mocs could be like        ,0,1
38642,   ty so much for all you do to end  attorney general maura healey  ,0,2
38643,  the president signed an executive order that allows the mentally ill to own a gun  ,0,1
38644, you know who s being tested    their families and the entire black community ,0,2
38645, talking about   n   shameful for a victim of       ,0,2
38648,  us rep   house minority leader nancy pelosi  d ca  proactively works to reduce gun violence and promote public health   safety  ,0,2
38649,    is a reality in the usa  ,0,3
38650,  absolutely horrific i my  condemned   discussed tragedy worst shooting in us history must be end of   save innocents,0,1
38651, is it time to talk about  in america today ,0,2
38652, every  has failed the american people       ,0,1
38653, thoughts   prayers from nra money changers are useless   cynical   the time to end  is now ,0,1
38654,after 152 mass shootings in 2017  it took an attack on congress to get our attention    ,0,2
38655,an eloquent way of saying guns   lives on  values     ,0,1
38656,another wuss bites the dust             ,0,3
38657,are you a lawyer who wants to end   job opening at       ,0,2
38658,as if   successfully prevents  where it s used   is honestly backwards      ,0,4
38660,congress says  let the mentally ill buy guns      not  ,0,4
38661,dang   has reported shootings in east nashville  north nashville  and madison in just the last hour or so  ,0,1
38662,del  kathleen murphy speaking with local residents about her personal experiences with  and the     ,0,1
38663,democracy gonna pink sherbert azaleas be olive sweet raps is delectable and so on  ,0,1
38664,every time  like clockwork    ,0,1
38665,example of how incompetent  is to run  re gun free schools   protecting kids from  or grizzlies   ,0,2
38667,going gun free reduces the chance of someone using your gun to hurt himself or someone else to zero  ,0,2
38671,he may say each ups employee should from now on hire a robocop bodyguard with machine gun arms   that ll solve the problem   ,0,2
38672,health care is in a state of emergency     via ,0,4
38673,hey  thanks for the follow we ll demand    address  via  ,0,2
38674,how can employers prepare for an  in the workplace      ,0,2
38677,i especially like the part of this process where they melt the guns down into scrap metal     ,0,1
38678,i feel like lloyd bridges in airplane   i picked the wrong time to holiday in the usa    ,0,1
38679,i read this as  now that they re coming for us  the rich old white men  it matters         ,0,2
38680,if lawmakers didn t give a shit about grade schoolers they won t a shit about grownups      ,0,1
38681,in nevada  more people die from gun violence than car accidents       ,0,1
38682,innovating against    nonlethal weapons are 1 area where tech can mitigate hazard    v  ,0,3
38683,interesting read by  re   lack of  research     science vs     who wins and who loses  ,0,1
38684,it s time to lift up local solutions to the everyday  plaguing our communities    ,0,1
38685,join    demand our country take action to address   ,0,1
38686,join us on monday  june 26  6 30pm as we honor these men   women fighting to end  in our city      ,0,2
38687,joses wanna be like wild strawberry ladys slippers gonna magenta skies are weird is my catchphrase   ,0,1
38689,logic seems to follow  the best way to stop people dying from  is by not having a gun in the first place    ,0,4
38690,made a  about  inspired by the video by    ,0,1
38691,maxine   lose   mcauliffe   americans from   new  strategy    ,0,4
38693,most mass shootings in the u s  are       via ,0,2
38694,nh  signs law making it easier to carry concealed guns   via       ,0,3
38695,nevada gun shows tied to  in california  study      ,0,4
38697,on the anniversary i remember these beautiful souls that were murdered          ,0,2
38698,one of the most comprehensive article covering  in america   damning report   ,0,1
38699,our paper li on twitter s  prevention advocates paper li is out    stories from ,0,1
38700,poetic dance film on gun violence needs your help        ,0,3
38701,physicians continue to call for common sense laws to address       ,0,2
38702,please share the time your life was saved because of a gun protecting you      ,0,1
38703,practicing what to do in an active shooter situation is one of the more disturbing things i ve ever done   ,0,2
38704,proof that tough gun laws don t keep the guns off the streets     ,0,3
38707,salute to the phenomenal woman  for standing up for victims and families of     ,0,4
38708,shooting started at 10 05 ended at 10 15 unconscionable we have access to weapons that cause such carnage  ,0,1
38709,six things to know about  in america  what policies help limit      ,0,1
38710,states with more guns have more  deaths   ,0,1
38711,such empty thoughts and prayers  by connie schultz   creators syndicate   via   ,0,1
38712,suit filed against  makers    ,0,2
38714,the 2nd amendment works     guns don t   gun violence  violence is a mindset  i don t have a violent mindset  ,0,2
38716,there is nothing apolitical about  when you have the ability yet systemically refuse to solve the problem  ,0,2
38717,this from  two years ago            ,0,1
38719,tragic  de maree atkins  8  shot dead after houston car crash     ,0,4
38720,two mass shootings in the us this morning    must end with responsible legislation and    ,0,2
38722,various people is blue violet petunias wanna be like mediumseagreen sweet raps would be sweet could be a good rap   ,0,1
38723,watch     speak about their mission to end     ,0,1
38724,we know  lies constantly on camera  now he s lifting talking points from      ,0,1
38725,writing yet another piece on   wh talking points w dog whistle refs to chicago are so oot w all polls     ,0,1
38726,new report   ruth ann knave   via  ,0,3
38727,report     via  ,0,4
38728,report     via  ,0,4
38729,report   derrick brown   via     ,0,2
38734,  quit calling out chicago   happened in connecticut   can strike anyone at anytime  ,0,2
38736, the shooter  is only  the shooter  and not  the terrorist  because he was a white male      ,0,1
38737, why wouldn t we pass legislation that the majority of americans support    on taking action on ,0,3
38738, nominee jeff sessions on guns  we will systematically prosecute those who use guns to commit crimes     ,0,1
38739,  public health experts call for more funding of research into    ,0,4
38740, is a hard problem to solve and america no longer tries to do hard things  sad ,0,2
38741,  the problem that needs to be addressed in america  here s some data according to   ,0,1
38742,  advice on helping your children cope    ,0,1
38745,     i don t know how you could have  but  better late than never        america     ,0,1
38746, tuns down ca case on carrying  in public   good news for     city atty mike feuer   ,0,4
38747,  dishonor   you ll sware it s based on today s  in    the truth  print or e      ,0,3
38748, tweets  i am sending in federal help  for violence in    via  ,0,4
38749, day 20 31  fallen cowboy           ,0,4
38751,  we re tired of your  while you continue to do nothing to prevent         ,0,1
38753,  editorial on need for commonsense  to stop  we can help prevent another tragedy  ,0,2
38754,3 dead in mass  in    and the gunman is still at large  police      ,0,3
38755,7 actions you can take to prevent      for gun safety      ,0,1
38756, i mean it ain t really that   your position   i stand with the safety of all americans   ,0,1
38758, maybe   will throw some  to the people of   ,0,1
38759, neither do assault rifles ,0,2
38761,  don t vote for this  protect us from   ,0,4
38762,  why only comedians lk    who speak truth abt  ,0,1
38763, these stats    almost one  per day    should be unacceptable to all americans   ,0,2
38764,  let s see republiucans throw up their hands and say there s nothing we can do about  or say we are praying for the victims ,0,2
38765, check out this episode of  and combine it with your concerns     ,0,3
38766,       you and i    will  have to once again agree to disagree       ,0,3
38767, if it s not too much trouble  what abt respect for dead   help for  concern abt    ,0,3
38769,      oh    in in   must ve been 1 of those chicago ppl who moved to in   did it  huh  ,0,3
38770,a terrible tragedy           ,0,4
38773,an o k  corral style shoot out does sound fun and all  but      ,0,4
38774,an important read keep one in the chamber by nicole lyons with feminine collective   ,0,4
38775,and people want those to shut up about gun control     yeah that makes sense     ,0,1
38776,as a teacher  i hate these drills     ,0,2
38780,glad a study has confirmed what we all know      via ,0,1
38781,great work here   prayers and good thoughts are not enough    ,0,1
38782,gun violence should be treated as a public health crisis  study says   the two way   npr    ,0,1
38783,gun violence is on the rise in toronto  and many young people are the victims        ,0,3
38784,gun violence by the numbers in u s  on an average day  93 americans are killed with guns        ,0,1
38785,hey  thanks for the follow we ll demand    address  via  ,0,2
38786,how many more gun related tragedies need to happen before we learn our lesson    is real     ,0,1
38789,i m not a   has been going on 4 years  don t make this ,0,2
38790,i ve lost count   is this the fourth of the fifth shooting that i ve read about today    ,0,2
38793,is  2  or just      ,0,1
38794,mark your calendar for dec 6 vigil to honor victims of    ,0,4
38796,my heart is broken   keep resisting   than anyone else i know     when is the       ,0,1
38798,new      endorsing     for their stances to prevent   ,0,3
38799,nopd  two juveniles shot in carrollton area       ,0,2
38800,no it is not too soon to politicize   long overdue  silence   waiting just brings more      end it ,0,1
38802,now is the time to talk  now is the time to talk about  control as a way2 reduce   ,0,1
38803,omg  we re still ignoring the elephant in the room     ,0,1
38805,our paper li on twitter s  prevention advocates paper li is out    stories from  ,0,1
38806,pray  march  and mobilize to combat   ,0,2
38808,rt   happening now  i m on the senate floor telling the stories of people killed by   tune in to watch live on  ,0,4
38809,reality from the gun violence archive website   11 652 deaths from  in 2017  damn the us  ,0,1
38811,senate kicks off early tonight    pushes vote on  bill to tomorrow,0,2
38812,should guns be completely banned in the united states     ,0,1
38813,sign   rt this petition  urge the  to reinstate funding for  research    via  ,0,3
38814,sign petition to tell  to not award  for his cruel comments about  victims   ,0,4
38816,thank you for having a town hall in columbia     but why not take the question about  prevention    ,0,1
38817,the  reminded me that  is indiscriminate and we all must come together in times like these    ,0,1
38818,the  that there are more  who died from  than   is alarming  it is an epidemic that s hurting families,0,4
38820,the best way for  to get their name out there nowadays is to get shot     ,0,2
38821,the only guns i allow in my home       ,0,1
38824,this mom s story shows why  against women needs more attention   via  ,0,2
38825,this is article is incredibly relevant and quite depressing      ,0,1
38827,thoughts in today s events        ,0,2
38829,today s  in las vegas more proof we need better gun laws  congress too vote on gun silencers soon   ,0,1
38830,trump wants guns in classrooms           ,0,2
38832,wanna learn more about the  loopholes that allow  to prosper in the u s   more here      ,0,2
38833,want to fix  in america  go local     ,0,1
38834,we don t need prayers  we need action          ,0,1
38835,we must re sensitize our nation to horrors of   don t let this become the new normal     ,0,4
38836,what will we call the mass murdered who finally convinces congress to support common sense gun ctrl    ,0,1
38837,what s impt to you  choice  environment          judge gorsuch ruled against them ,0,1
38838,when is rght time u fool   lobbyist  discussng polcy in wake of  goes agnst commondecency  ,0,2
38839,while at    stopped to talk to   ariana spinogatti to discuss    ,0,2
38841,report   kenneth morris   via     ,0,1
38842,when will the violence end      ,0,4
38843, thoughts and prayers  with  warmest condolences  that s years of thinking and praying and nothing changes     ,0,1
38844, what are we going to do about all the guns    state      ,0,2
38845, 2 year old  man killed while riding in car     ,0,2
38847, is killing  victims in   ,0,4
38849,       there s a difference between      the ability to buy an ak 47  ,0,3
38850,  is the biggest threat to all americans  63 killed day      ,0,2
38853,  do u have a response to  threat earlier this evening to send natl guard to chicago to stop  ,0,3
38854,18 20 fires arms   how does someone get to purchase that many guns without sending up a red flag  ,0,1
38857, smh   once again  time and again  another instance of the  s  ,0,4
38859, country claims  land of the free     home of the brave  but sooooo many people forming arguments   acting out of fear    ,0,1
38860,   complicit in  no second amendment right to military weapons sandy hook    decided killing children is bearable ,0,1
38861, i know being canadian doesn t help but some thoughts       ,0,4
38862, you should know better   restrictions are necessary      ,0,1
38863, america s   is  by white guys  93 people die each day by gunshots  over 33 000 per year ,0,1
38867, once in decades and we have an issue  be better at journalism for god sake please    ,0,1
38870,absolutely staggering  in america  273 mass shootings in 275 days     ,0,1
38871,also    health care for family and herself      you know  little things      ,0,4
38873,at least he opened the door first  shooting through the door is bad manners in      ,0,1
38875,can we talk about  in america now    ,0,4
38877,check out the  magazine  to know how  affects your community     ,0,2
38879,common sense gun control needs to happen now      ,0,2
38880,context is important  just as  passed  congress pulled exact     cdc used to fund  research they didn t like ,0,3
38883,freedom comes with a price   is ugly  before everyone calls for more   ask if current  is being enforced ,0,2
38884,gun sense daily    thanks to     ,0,4
38886,good job  this is a bright spot in this disturbing morning    is deadly  ,0,2
38887,good piece on hollywood s hypocrisy with   ,0,1
38888,how can you end  if no control on the gun lobby   must be a share holder  allowed mentally sick to buy guns   ,0,1
38890,how many people have to die because of  before we start doing something about     ,0,1
38891,how the trauma of living through  can do permanent damage   via   ,0,2
38893,i think this every time there s a mass shooting        ,0,1
38898,local community groups are teaming up with city leaders in indiana to tackle  through  peace week     ,0,3
38900,multiple   at federal states counties   cities levels canhelp    in   ,0,1
38901,maybe now that  has personally effected them they will take action  self preservation seems 2b only thing that motivates   ,0,2
38902,me    discussing      last night  report on      ,0,4
38903,more    ,0,2
38905,neighbor describes scene where man was fatally shot outside slidell home   via  ,0,2
38910,relax people  60  of gun deaths are suicides  eventually this will work itself out    ,0,1
38911,representative  joins  to raise awareness of  on passover   read how     ,0,3
38912,sign petition to tell  to not award  for his cruel comments about  victims   ,0,4
38913,so apparently nevada has a terrible lack of gun laws     ,0,1
38914,speeches don t stop   ,0,2
38915,summer employment  summer school  how do we reduce  over the summertime     re aim us  ,0,3
38916,ty brady campaign of   mike feuer enjoyed meeting you   having such a meaningful discussion on     ,0,4
38917,taking note of the  study that  made accessible today    ,0,2
38918,thanks maybe in light of recent events the film industry could tone down the fucking  there s a world of stories with no guns     ,0,1
38919,the  has been blest working with  on  and  matters   ,0,2
38921,the latest the rabbis    thanks to    ,0,3
38923,the shooter is not islamic or an immigrant  so who do we blame   not the guns that allowed this to happen  no can t go there ,0,2
38924,thoughts and prayers going out to the capitol police  congressman  and aide shot today in alexandria  va today   ,0,2
38925,thoughts and prayers only go so far     ,0,1
38927,trump called twice for  to be shot  this statement ignores that   every other  reality   ,0,2
38928,two deadly shootings in   our heartfelt thoughts to the victims  families but in fact   in america needs to be debated   ,0,2
38932,we are one regardless of our different beliefs to express our political displeasure through violence     ,0,2
38933,we can t talk about  now  we must wait until  tweet bullshit the media will glom onto to distract us from  ,0,1
38936,women are eight times more likely to be killed by a partner if there is a gun in the house      intersect  27 ,0,3
38937,your  bought congress        ,0,1
38938,new report   damon jackson   via  ,0,4
38939,new report   nick huner   via     ,0,2
38941,report   robert holloway   via     ,0,1
38942,yesterday was horrific in va  but why are we not tweeting about the sf ups shooting where 3 people were killed    ,0,2
38946,  is proud to cosponsor this congressional briefing on the public health response to    ,0,4
38948,  puts  into perspective  in florida  one child is shot every 17 hours    ,0,4
38949,2 year old   just another statistic   ,0,1
38951,44 percent of  support stricter gun laws        ,0,3
38952,5 people fatally shot within 3 hours     ,0,2
38954,93 people die every day in the united states due to    ,0,2
38955, this morning s tweet 142 school shootings in the us since 2013    have been receiving threats ever since   ,0,4
38957,  national concealed carry reciprocity is one step in the right direction      ,0,1
38959,       illegal  are part of why  is high in some  areas  but so are  or weakly   laws ,0,3
38960,   is not about  it is about   society of narcissists and psychopaths moulded by years of violent wars ,0,1
38963, starting with designating the  as an international terrorist organization since 1977  this lies at the root of the problem ,0,1
38964, when are you going to stop asking for prayers and do something about   ,0,1
38965, so sorry for your terrible loss  your interview about  on  very moving  we are with you  ,0,1
38966, tragically  is not shocking as long as u do nothing to control all this  only the usa has among democratic nations,0,1
38967,   our  has  issues just like any other     a,0,4
38968, in other words  we r entitled to your opinion  what a   where is your outrage over   kneeling protesters hurt no one ,0,2
38969,  interfaith prayer vigil 4  victims   all victims of  10 7 4pm statehouse grounds  ,0,1
38970, i agree  taxing guns and bullets would be a politically feasible and practical response to discourage   ,0,1
38971,  let s talk  then  the greatest  to america is   supports terror,0,1
38973, aren t those the good people with guns killing the bad people with guns     ,0,4
38974, great to see that you ll be tackling  and  in   no mass shootings down under since  96 ,0,3
38976,  wonder what he would say or do if he lost a family member in las vegas      ,0,1
38977,a view from the q  baseball  pie and guns baseball and guns  yesterd        ,0,2
38979,according to  morning edition   1 3 of us households own 1 2 of worlds guns  41 94 mil households own roughly 1 bil guns  ,0,1
38981,attack or defense  which side the current gun law favor  what you think      ,0,1
38983,brandy rusher photos  pictures of  shooting victim        ,0,1
38984,brilliant dude with the experience and data to back it up  want to decrease   start here   ,0,1
38985,check out my first blog post      ,0,1
38986,congressional staff in az   now va  26 first graders   teachers  49 folks out dancing  still no political will to end american  ,0,2
38987,country musician s  stance evolves after      ,0,1
38988,dr david hemenway in  discusses public health approach to    via      ,0,2
38994,heartbroken to have lost local heroes to senseless  sending love   strength to the families  to      ,0,1
38996,hi  check out our press release          ,0,4
38997,i ve written before about ways to limit   my advice hasn t changed  interested in real reform  think   ,0,1
38998,if r  are really worried abt saving this life they wld vote  more likely to be killed by  than other causes combined   ,0,1
38999,in a typical week in the u s   25 children die from bullet wounds    via  ,0,3
39000,insight into   predicting   victimisation and age most significant predictors   ,0,2
39002,it was an act of   ,0,1
39005,last year  i participated in the  to protest    the gop has done nothing since then to keep our families safe   ,0,3
39006,lmao    what an idiot             ,0,2
39008,maybe now   congress will seriously consider a hearing on  since they too have been targeted this morning ,0,2
39009,new trailer  comments welcome please share       ,0,4
39010,nope box cutters   planes  more americans die from   than   though   i don t see a gun ban   ,0,4
39012,on my way to the  in madison w  because  is a women s issue    ,0,3
39014,one year later   s father vows to  save our kings   queens     ,0,3
39015,only if nra doesn t cintribute to their campaigns          ,0,1
39017,our paper li on twitter s  prevention advocates paper li is out    stories from  ,0,1
39019,please   educate the end to   ,0,1
39020,politicians who want to save lives must address   which takes 30 000  each year  incl  suicides  accidents  domestic violence ,0,4
39021,proud  funder of        ,0,2
39022,shots fired   via         ,0,2
39023,sign to tell    let s talk about the realities of chicago s   we want informed action       ,0,3
39024,so i guess we should make it harder for people to get rhetoric  ,0,2
39026,the editors  say that docs have a responsibility to talk to their patients about      ,0,3
39028,theory on   black brown men   thugs   muslims   terrorists   white man   mental illness  when it comes to  ,0,1
39029,this is just insane  the solution to  is not more guns  was logic invented after these dinosaurs were born or something    ,0,2
39031,thoughts   prayers are not enough  uscongress time is now  cut the cord to nra      ,0,1
39032,too many opportunities to share this  about    ,0,1
39033,uregent  we must ban all guns by this weekend  join me   terry mcauliffe gun psa       ,0,2
39034,wtf   will never be  again         full of   ,0,2
39037,we don t have to accept this  join   and learn how you can help fight    non moms welcome     ,0,2
39039,when we throw up our hands and say we don t know what works  or that nothing works  we turn our backs on likely  victims   ,0,1
39040,yale study cites cascading model of  on avg 125 days between 2 events within same co offending network  ,0,2
39041,yes  the  and  make quite the family    ,0,2
39042,cspan   senatemajldr answers questions on  legislation   it s particularly inappropriate to politicize   ,0,1
39043,new report     via  ,0,4
39044,new report   10 17 17 north carolina wilmington 0 0   via  ,0,3
39045,new report   10 26 17 oklahoma sand springs 1 2   via  ,0,4
39046,new report   charles roberts   via     ,0,1
39047,oct2017  stop  now   ,0,2
39048,report   cameron smith   via  ,0,4
39049, when did this become normal     i couldn t agree more   should never become  4 us   ,0,1
39050,   america needs some action to control   it is schoking to see the death tolls every year ,0,1
39051, facebook fights are now shootings   are now shootings   clear evidence of the latter in       ,0,4
39052, teens from  met both  and  today  they discussed  prevention  israel   refugees   ,0,4
39054,  you have to stop the  in order to stop  i have said it millions of time,0,2
39055, perhaps it should be the bullets that are more expensive and raise the flag for gun sellers  ,0,2
39056, everywhere today in          pushing their erratic      hey are becoming restless,0,2
39057, gun control  means only bad guys will control guns         ,0,1
39058,   americans paid more than  6 6 billion over eight years to care for victims of    ,0,2
39059,  found two major factors linked to  in philadelphia  poverty and easy access to guns   ,0,3
39060,  wait for the facts  well  here s 1  guy had 20  guns and killed 58  people  need anything else   ,0,1
39061,  must go  he won t limit guns  he won t support mental health care  he s all for more    more  money    ,0,1
39062,1999  in schools changed our lives now gop effected   all r outraged  ,0,2
39064, to some   1300 children killed in  is not so bad  i wonder what 1299  mean to them ,0,3
39065, if you cared about  lives  then try working on   this  outrage at  violence is laughable ,0,1
39066, then  need to stand up for universal  and end to  perpetrated by  and   ,0,2
39067, people will kill  it s insane that we make it so easy to kill so many w easy access to weapons of war   ,0,1
39068, airs tonight  the armor of light  w  panel discussion about  moderated by comm faculty    ,0,4
39069,          2 2   problem even          ,0,3
39070,    lapdog  promoter  is increasingly unhinged  like her masters  no wonder 94  of us gun owners are not nra members ,0,4
39072,       we don t have to presume mental capacity  however   no person needs an unrestricted number of firearms  either   ,0,2
39074,  annie s  movies are like porn to her ,0,2
39076,america s gun problem  explained   super thorough  ,0,1
39077,an oft never spoken of issue of    and something i live with daily      ,0,2
39078,and another  today       ,0,2
39079,another   jan  1 to june 2017  5 180 people have died murdered by people w guns    ,0,2
39081,any of you know who i can donate to that s against       ,0,1
39084,bots is inchworm lilacs be lightgoldenrodyellow sweet raps is beautiful and thats that   ,0,2
39086,couple found dead in rosemount murder suicide identified    ,0,3
39087,crowd builds as we prepare to march against  in  with      ,0,4
39090,hello people please call your senators and ask to repeal the dickey amendment   ,0,1
39091,here are five charts that show the prevalence of guns and related crimes in the united states    ,0,1
39092,here it is  this guy is an idiot       ,0,1
39094,hey gun lovers     insert your name here  murdered his whole family  no one thought it was in him     ,0,1
39095,how can t       that  is  in       ,0,1
39097,i love america so much it makes me fucking sick    cuz   ,0,1
39098,if my 6yr old daughter ever asks me to describe evil  i would say its embodiment is an industry that profits off people dying ,0,1
39099,if you need this to kill a deer you are one lousy hunter       ,0,1
39100,illinois congressman  poverty plays a large role in      ,0,1
39101,just not necessary     ,0,1
39103,lather  rinse  repeat       ,0,1
39104,law enforcement officials identify shooter at congressional ballgame as illinois man    ,0,2
39105,lessee   58 000 of my generation died in vietnam but daily in the usa we lose 93 million folks due to    get off the crackpipe   ,0,2
39106,little rock shooting of 25 at rap show prompts call to curb constant violence due to      ,0,4
39107,man gunned down in  this morning is city s 8th homicide victim of the year       ,0,2
39108,man this piece by  is the best articulation of my thoughts on    americans totally nonsensical aversion to address it   ,0,2
39109,many a man never fails because he never tries   norman macewan     ,0,1
39110,maryland  w  survivors     walk 2 raise awareness of responsible gun safety   ,0,3
39111,number of people killed by guns since las vegas shooting  304  ,0,2
39114,powerful spot from  illustrating how important it is to   together we can end    ,0,1
39115,pretty good reporting on geography of us  by foreign press   nyc racial breakdown s interesting    ,0,4
39116,repetitive bots gonna inchworm thymes are crimson sugar shoulda weird could be a good rap   ,0,1
39117,researchers at   study  as a   find mathematical way to predict potential victims  ,0,1
39119,richmond  ca using stipends  support  and trust to stop their gun violence epidemic   ,0,3
39120,sick and tired of being sick and tired      sip trayvonmartin   sip rohan         ,0,3
39121,texas students opt for cocks not glocks       ,0,4
39122,thank you  for meeting with  today  glad to have your support for  legislation to help prevent  ,0,3
39123,the best  reduction policies need to be implemented at the community level  local politics matter   ,0,2
39124,this isn t normal  and we don t have to live like this  time to treat  like the public health crisis it is   ,0,1
39130,watch the full video         ,0,2
39131,what an awful day   ,0,2
39132,what will it take for common sense to prevail  missing  something fierce     ,0,1
39133,where s the nra  victims of  should sue the nra and gun makers for costs of recovery      ,0,4
39135,why is  not inviting victims of  or  white supremist  to his speech to congress   why is he targeting  again   ,0,4
39136,coward  reverses gun control laws but is afraid of  and avoids constituents at    ,0,3
39137,new report     via  ,0,4
39138,new report   10 25 17 iowa sac city 1 1   via  ,0,4
39139,new report   talideen chambers   via     ,0,3
39142, thoughts and prayers  are not enough  congress must pass sensible policies to prevent    ,0,1
39143, another senseless shooting  this time in alexandria  va  stop the   stop the madness   ,0,2
39145, 20 children      49 victims      about 98 victims in america each day     is frequent but it cannot be normal   ,0,2
39146,  shooter fired at  minutes before        ,0,2
39147,3 theories to explain ottawa s violent year     ,0,4
39148,4 wounded in thursday shootings     ,0,4
39149,  unfortunately  we do seem to be defined by   so  what are we going to do about that ,0,1
39151,        thanks so much  elle  we re honored to be in this wonderful  collage with so many terrific  prevention partners ,0,1
39152, too many are stirring up division every day with rhetoric and hatred using wide terms such as liberals are cold blooded etc   ,0,2
39153, ama   50 other u s  medical orgs call this nation s  an epidemic  so not  fake news    ,0,3
39154, funny  he stood out to local starbucks workers who remembered his frequent abuse   putdowns of partner    ,0,1
39156,  need to call out  explicitly  and focus on locking up abusers  drop the  euphemism and  distractions ,0,2
39157,              what about all the  rampant      tears for the little kids killed by    your anti rights parroting is worse ,0,1
39158, it is very sick of people like you to want gun laws to remain the same in u s   even though america has so much   ,0,1
39159,     it shouldn t take your neighbor or your coworker or friend from church getting shot to make you pay attention   ,0,2
39160, absolutely i my beauty  condemned shooting trump admin failed to prevent gun violence   end of   failed to protect  ,0,3
39161,  if only those ball players could have been strapped  s uniforms need to include holsters from now on  ,0,2
39162,   aren t blacks targeting themselves in chicago     ,0,4
39163, how about protecting those of us who are here from   ,0,1
39164,absolute truth from mother of sandy hook victim ana grace    ,0,2
39166,again and again  stop    ,0,4
39167,and this guy to the ever growing list of assholes      ,0,1
39169,and yet          ,0,4
39170,awful  we need to do something about      ,0,3
39172,dc s  will tackle    writer has  hope in the generation of tomorrow      ,0,2
39173,dueling motives in shooting by officer  murder  or trained response        ,0,4
39180,hey  thanks for the follow we ll demand    address  via  ,0,4
39181,horses wanna be like sepia lilies wanna be like powderblue toes would be sweet and on and on   ,0,2
39182,husbands are deadlier than terrorists     ,0,1
39183,if only they could do more than  about    ,0,2
39185,join    demand our country take action to address   ,0,1
39186,maybe  1 for signs urging stronger  prevention laws  or expanding the  funding  or   nm  still the wrong march   ,0,4
39187,murphy  congress needs to  get off its ass  and take action on gun violence      ,0,1
39188,my oped in the  about    ,0,1
39189,my uterus doesn t kill 58 nor does it injure 530 more  but my moc thinks it s his job to regulate my uterus does nothing re    ,0,1
39190,new research by   john hagan    et al  in      ,0,4
39191,now that we know  people are normal like us  no need to worry about more     ,0,1
39192,one of my heroes  cohen  tenn   now and  with him on   ,0,2
39194,over 50 dead  400 wounded in   deadliest in  history   ndtv     ,0,1
39195,photos  fighting  in     ,0,4
39198,really glad to hear that  and gop staffers are in stable condition following today s shooting   is a serious issue,0,2
